business_name,Address,Founded / Registration Date,Erloschen / Took possesion,Expiration Date
Eva Jacks,"Gubitzstr.  47,  Berlin",,,
A. Neumann & Co,"Gudrunstr. Platz 11,  Berlin",1902,1936,
Hanna Bernhardt,"Güntzelstr.  13,  Berlin",,,
Konditorei G. Albrecht,"Güntzelstr.  23,  Berlin",,,
Hermann Garz,"Güntzelstr.  29,  Berlin",,,
Goldschmiede Grützmacher,"Güntzelstr.  45,  Berlin",,,
F. Israel (Helios-Wäscherei),"Güntzelstr.  62,  Berlin",,,
M. Grünfeld & Co,"Güntzelstr. 13,  Berlin",1910,1938,
Alfr. Hamburger,"Güntzelstr. 14,  Berlin",1902,1938,
Musikverlag Lyra Translateur & Co,"Güntzelstr. 15,  Berlin",1933,1938,1939
"Arthur Myrants, Ingenieur","Güntzelstr. 17/18,  Berlin",1937,1939,
Lippmann Ginsberg,"Güntzelstr. 25,  Berlin",1925,1937,
Harry Pessen,"Güntzelstr. 35,  Berlin",1911,1935,
Moses Benensohn,"Güntzelstr. 36,  Berlin",1924,1934,
Paul Kadisch,"Güntzelstr. 48,  Berlin",1915,1935,
Szilard Diamant,"Güntzelstr. 49,  Berlin",1937,1940,
Harry Danziger,"Güntzelstr. 60,  Berlin",1921,1937,
"Heinz Schwabe, Elektro-Radio-Großhandlung","Güntzelstraße 4,  Berlin",1934,1938,1938
Julian Arendt,"Gürtelstr.  36,  Berlin",,,
J. Bekier,"Gustav-Adolf-Str.  155,  Berlin",,,
Arthur Cassirer Großbuchhandlung und Kleinkunsterzeugnisse,"Gustav-Freitag-Str. 7,  Berlin",1922,1937,
Kurt Stephan Autofuhrwesen,"Gustav-Müller-Str. 48,  Berlin",1935,1936,
"Berlak, Milli","Habelschwerdter Allee 7,  Berlin",,,
Margarete Neuhoff,"Haberlandstr.  10,  Berlin",,,
Fritz Marx,"Haberlandstr. 10,  Berlin",1924,1939,
Albert Joel KG,"Haberlandstr. 11,  Berlin",1905,1938,
Union Patent Comp. GmbH,"Haberlandstr. 2,  Berlin",1921,1938,
Wilhelm Kipf,"Habsburger Str.  2,  Berlin",,,
Hermann Baer,"Habsburger Str. 11,  Berlin",1920,1933,
Falk Reißner,"Habsburger Str. 11,  Berlin",1911,1938,
Meyer & Messow Nachf.,"Hackescher Markt 2/3,  Berlin",1902,1939,1940
Norddeutsche Gummimäntel-Fabrik David Schrubski,"Hackescher Markt 2/3,  Berlin",1910,1938,1939
Berliner Wäschefabrik Liepmann & Rieß,"Hackescher Markt 2/3,  Berlin",1918,1935,
S. Gärtner & Co,"Hackescher Markt 2/3,  Berlin",1900,1939,
Zentra Apparate Vertrieb Regina Weißberger,"Hackescher Markt 2/3,  Berlin",1934,1939,
W. Jacoby & Co,"Hagelberger Str. 1,  Berlin",1903,1939,1943
Brandenburgia Eiervertrieb Hans Limmer,"Hagelberger Str. 14,  Berlin",1932,1934,1940
Prager & Lojda,"Hagelberger Str. 53/54,  Berlin",1902,1933,1936
"Toni Lessler, Private Waldschule Grunewald","Hagenstr.  56,  Berlin",,,
Gebrüder Ginsburg,"Hagenstr. 56,  Berlin",1904,1937,
Spitz & Spitz GmbH,"Hainhölzer Str. 81,  Berlin",1934,1935,
Siegfried Glückmann,"Halberstädter Str. 4/5,  Berlin",1930,1939,1939
Versicherungsbüro Hugo Neuburger,"Hallesches Ufer 21 (46),  Berlin",1925,1938,1940
Emil Flater,"Hallesches Ufer 27,  Berlin",1920,1943,
Haus Europa Drogerien- und Parfümerienbedarfsgesellschaft mbH,"Hallesches Ufer 32,  Berlin",1926,1939,
Felix Flater,"Hallesches Ufer 58,  Berlin",1904,1938,
Alfred Rosenberg,"Händelstr. 21,  Berlin",1906,1938,
Ofenhaus-Centrum,"Hankestr.  5,  Berlin",,,
Theodor Levy Herrenartikel,"Hankestr. 2,  Berlin",1909,1936,
Hauser & Rubinstein,"Hankestr. 2,  Berlin",1931,1941,
Kurt Lewkowicz,"Hannoversche Str. 1,  Berlin",1926,1938,1939
Tempo Kraftdroschken-Betriebsgesellschaft mbH,"Hannoversche Str. 5,  Berlin",1930,1936,1937
Wilhelm Prokesch,"Hansa Ufer 7,  Berlin",1911,1938,
Henry Wittkower,"Hansa Ufer 8,  Berlin",1911,1933,
Der Eierspezialist',"Hansa-Halle: Bogen  8,  Berlin",,,
Elsa Liedke,"Hansa-Markthalle Bahnhof Bellevue ,  Berlin",,,
Bruno Herzberg,"Hardenbergstr. 1,  Berlin",1919,1938,
Autohaus Bismarckstraße Muck & Pohle,"Hardenbergstr. 1,  Berlin",1932,1939,
Modellhaus Schwabe KG,"Hardenbergstr. 12,  Berlin",1936,1939,1939
L. Neustadt,"Hardenbergstr. 12,  Berlin",1901,1939,
Großhandels-AG für Getreide und Mühlenfabrikate,"Hardenbergstr. 12,  Berlin",1922,1930,
Louis Peiser Söhne,"Hardenbergstr. 13,  Berlin",1919,1936,
En-Te Grundstücks-Erwerbsgesellschaft mbH,"Hardenbergstr. 18,  Berlin",1928,1939,
Astria Herrenkleidung GmbH,"Hardenbergstr. 20a/e,  Berlin",1933,1938,
H. S. Cramer,"Hardenbergstr. 24,  Berlin",1900,1937,1939
Textilia Treuhand- und Verwaltungs-Gesellschaft mbH,"Hardenbergstr. 24,  Berlin",1929,1938,1939
Berg am Zoo Helene u. Arthur Berg,"Hardenbergstr. 27,  Berlin",1927,1939,
Theodor & Co,"Hardenbergstr. 28,  Berlin",1920,1933,
Industria-Treuhandverwaltung AG,"Hardenbergstr. 29a/e,  Berlin",1927,1938,
Gesellschaft für Elektrometallurgie Dr. Paul Grünfeld,"Hardenbergstr. 3,  Berlin",1937,1938,
Rawack & Grünfeld AG,"Hardenbergstr. 3,  Berlin",1914,1938,
Benno Silber & Co,"Hardenbergstr. 39,  Berlin",1929,1938,1940
Hardenberg-Apotheke Martin Hermel Oberstabsapotheker a. D.,"Hardenbergstr. 4/5,  Berlin",1900,1936,
Aron Hirsch & Sohn,"Hardenbergstr. 43,  Berlin",1919,1937,1942
Gebr. Gumpert,"Hardenbergstr. 43,  Berlin",1919,1939,1939
Erze und Metalle Hirsch AG,"Hardenbergstr. 43,  Berlin",1932,1938,
Julian Maschkowsky,"Hardenbergstr. 9,  Berlin",1926,1938,1939
Urias Oberdorfer,"Hartigstr. 113,  Berlin",1928,1936,
Rudolf Birmbaum,"Hartwigstr. 107,  Berlin",1912,1937,
A. Goldmann KG,"Harzburgstr. 3,  Berlin",1911,,
Georg Held,"Hasenheide 19,  Berlin",1925,1938,1939
Haase & Meyer,"Hasenheide 22,  Berlin",1919,1941,
Märkische Karton- und Kartonnagen AG,"Hasenheide 5/6,  Berlin",1928,1939,1940
Eduard Lichtenstein,"Hasenheide 59,  Berlin",1900,1938,
Carl Schulz Berliner Eisenmöbel-Fabrik GmbH,"Hasenheide 9,  Berlin",1932,1933,1938
Carl Schulz Erste Berliner Eisen-Möbel-Fabrik,"Hasenheide 9,  Berlin",1900,1935,
Gerhard Neumann,"Hasselwerderstr. 9,  Berlin",1936,1938,
Nathan Loewy,"Hauptstr.  1,  Berlin",,,
"Ausschnitt, Textilien","Hauptstr.  104,  Berlin",,,
"Becker, Damenmoden","Hauptstr.  134,  Berlin",,,
Martha Siedner,"Hauptstr.  36,  Berlin",,,
Max Markuse,"Hauptstr.  4,  Berlin",,,
David Benedik,"Hauptstr.  5,  Berlin",,,
Deutsche Hut-Zentrale Jenny Wollstein,"Hauptstr.  60,  Berlin",,,
"Wollstein, Textilgeschäft","Hauptstr.  60,  Berlin",,,
Hete Bachmann,"Hauptstr.  94,  Berlin",,,
Julius Püttmann,"Hauptstr. ,  Berlin",1933,1936,
Sally Joseph,"Hauptstr. 1,  Berlin",1903,1938,1938
Gambrinus Kurt Sahlmann & Co,"Hauptstr. 10,  Berlin",1925,1941,
"Levi, Eisdiele und Geflügelhandlung","Hauptstr. 104,  Berlin",,,
"Minna Löwy, Eisdiele","Hauptstr. 104,  Berlin",,,
Ladenbau Emil Heinicke AG GmbH,"Hauptstr. 11,  Berlin",1931,1939,1940
Loebmann & Singer,"Hauptstr. 113,  Berlin",1901,1935,
Ettingers Schuhwarenhaus Salomon Ettinger,"Hauptstr. 145,  Berlin",1902,1938,1938
Salomon Ettinger Schuhwaren-Engros,"Hauptstr. 145,  Berlin",1900,1937,
Wissotzky Tee-Handelsgesellschaft mbH,"Hauptstr. 147,  Berlin",1924,,
Felix Freund,"Hauptstr. 150,  Berlin",1918,1938,
Hemden-Held GmbH,"Hauptstr. 151,  Berlin",1933,1938,1940
Rudolf Sommer,"Hauptstr. 151,  Berlin",1924,1938,
Rosa Lindenbaum,"Hauptstr. 154,  Berlin",1909,1937,
Heinrich Adler,"Hauptstr. 156,  Berlin",1916,1938,
Arthur Meyer,"Hauptstr. 159,  Berlin",1920,1939,
Gottlieb Weiß,"Hauptstr. 161,  Berlin",1900,1939,
Herren u. Knabenbekleidung Diamant Georg Tannenzapf,"Hauptstr. 162,  Berlin",1925,1938,1939
M. Grünberg Nachf. - Schoeneberg Inh. Hugo Cohn,"Hauptstr. 17,  Berlin",1902,1936,
Kleinpreis GmbH,"Hauptstr. 17,  Berlin",1932,,
Siegmund Eisenstaedt,"Hauptstr. 22,  Berlin",1908,,1939
Giesenow & Co,"Hauptstr. 25,  Berlin",1911,1939,
Max Kuntzschmann & Co,"Hauptstr. 26,  Berlin",1918,1936,
Adler-Apotheke Zehlendorf Dr. Georg Plack,"Hauptstr. 3,  Berlin",1900,1936,
"Veterinaria, Gesellschaft für Tierarztbedarf GmbH","Hauptstr. 3,  Berlin",1925,,
Hildesia GmbH Lack- und Farbenfabrikation,"Hauptstr. 32,  Berlin",1926,1939,
Alfred Benedykt,"Hauptstr. 33,  Berlin",1931,1938,1939
Elite Wäscheversand Tony Jacob Nachfolger Bernhard Speyer,"Hauptstr. 36,  Berlin",1927,1938,1940
Carl Berkowitz & Co Fabrik elektr. Apparate,"Hauptstr. 49,  Berlin",1921,1940,
Martin Abraham früher Bazar Wolfenstein,"Hauptstr. 5,  Berlin",1908,1935,
"Awia Steppdecken-Fabrikation, GmbH","Hauptstr. 5,  Berlin",1926,1939,
Gustav Bach,"Hauptstr. 5,  Berlin",1907,1939,
"Bielschowsky, Erich","Hauptstr. 76,  Berlin",,,
Roxy Lichtspieltheater GmbH,"Hauptstr. 78,  Berlin",1930,1938,
Siegfried Scholem,"Hauptstr. 8,  Berlin",1900,1938,1938
Aldus Druck GmbH,"Hauptstr. 8,  Berlin",1928,1938,
Hutschnecker & Co,"Hauptstr. 9,  Berlin",1920,1939,
Richard Nußbaum jr.,"Hausvogteiplatz 1,  Berlin",1932,1938,1939
Gebr. Berglas Mechanische Kammgarnwebereien AG,"Hausvogteiplatz 1,  Berlin",1932,1939,1968
Gebrüder Berglas Mechanische Kammgarnweberei,"Hausvogteiplatz 1,  Berlin",1916,1932,1937
Richard Stein,"Hausvogteiplatz 1,  Berlin",1926,1938,
Philipp Elden Kinderbekleidung GmbH,"Hausvogteiplatz 10,  Berlin",1936,1938,1938
"Ludwig Lesser GmbH, Jugendliche Kleider","Hausvogteiplatz 11,  Berlin",1934,1938,1939
Embeco Moderne Backfischkonfektion GmbH,"Hausvogteiplatz 11,  Berlin",1934,1938,1942
Gebr. Lewy Blusen u. Kleider,"Hausvogteiplatz 11,  Berlin",1921,1940,1941
Ludwig Lesser AG,"Hausvogteiplatz 11,  Berlin",1923,1934,1936
Briese & Löpert in Liqu.,"Hausvogteiplatz 11,  Berlin",1919,,1934
"Bradt, Hirschfeld & Co","Hausvogteiplatz 11,  Berlin",1910,1930,1932
Leopold Joachim,"Hausvogteiplatz 11,  Berlin",1919,1938,
Rosenfeld & Nathan,"Hausvogteiplatz 11,  Berlin",1919,1938,
Adolf Gehr,"Hausvogteiplatz 11a,  Berlin",1933,1938,1939
Max Kawa,"Hausvogteiplatz 11a,  Berlin",1924,1938,1939
Moritz Sternberg,"Hausvogteiplatz 11a,  Berlin",1913,1937,
Alfred Boehm,"Hausvogteiplatz 11a,  Berlin",1935,1939,
Siegbert Stern KG,"Hausvogteiplatz 11a,  Berlin",1934,1939,
Heinrich Knap,"Hausvogteiplatz 11a,  Berlin",1917,1943,
Baer & Salomon,"Hausvogteiplatz 12,  Berlin",1903,1932,1941
E. Volkmar & Co,"Hausvogteiplatz 12,  Berlin",1932,1938,
Poper & Fürth,"Hausvogteiplatz 12,  Berlin",1905,1938,
Adolf Ephraim,"Hausvogteiplatz 12,  Berlin",1913,1939,
Hermann Joseph,"Hausvogteiplatz 12,  Berlin",1903,1939,
Edmund Ascher & Co,"Hausvogteiplatz 12,  Berlin",1901,1941,
Erich Loewenthal & Co,"Hausvogteiplatz 13,  Berlin",1931,1938,1940
Fritz Pflaum,"Hausvogteiplatz 13,  Berlin",1902,1932,
D. Levin,"Hausvogteiplatz 13,  Berlin",1840,1937,
Lewinsky & Mayer,"Hausvogteiplatz 13,  Berlin",1905,1939,
B. Emanuel & Co,"Hausvogteiplatz 13,  Berlin",1933,1940,
Gebr. Ullendorf,"Hausvogteiplatz 2,  Berlin",1922,1938,1933
Bernstein & Schoenberger GmbH,"Hausvogteiplatz 2,  Berlin",1913,1932,1938
Leopold Lindemann,"Hausvogteiplatz 2,  Berlin",1919,1937,
S. Mark & Co,"Hausvogteiplatz 2,  Berlin",1902,1937,
Theodor Gollop,"Hausvogteiplatz 2,  Berlin",1919,1938,
Max Seldis,"Hausvogteiplatz 2,  Berlin",1903,1939,
Paul Wolfsohn & Co KG,"Hausvogteiplatz 2,  Berlin",1933,1939,
Regenmäntelfabrik Waterproof Kiewe & Saenger,"Hausvogteiplatz 2,  Berlin",1926,1940,
Max Seligsohn Mäntel - Kostüme,"Hausvogteiplatz 2,  Berlin",1925,1941,
Bernhard Ahrndsen GmbH,"Hausvogteiplatz 2,  Berlin",1934,,
Handelsvertretung Siegfried Hamburger,"Hausvogteiplatz 3/4,  Berlin",1937,1938,1939
Sally Fraenkel,"Hausvogteiplatz 3/4,  Berlin",1901,1939,1939
Ed. Freystadt & Westmann,"Hausvogteiplatz 3/4,  Berlin",1900,1934,1935
"Markwald, Rosenthal & Kosterlitz Damenmäntel-Confetion","Hausvogteiplatz 3/4,  Berlin",1912,1935,
Gebr. Grünthal,"Hausvogteiplatz 3/4,  Berlin",1919,1937,
Exiner & Ehrenfried,"Hausvogteiplatz 3/4,  Berlin",1905,1940,
Jacob Ehrlich GmbH,"Hausvogteiplatz 3/4,  Berlin",1923,1941,
Lissner Röcke Siegfried Lissner,"Hausvogteiplatz 3/4,  Berlin",1936,1938,
Lissauer & Rosenfeld,"Hausvogteiplatz 5,  Berlin",1919,1932,1934
Adolf Auser & Co,"Hausvogteiplatz 5,  Berlin",1919,1938,
Julius Meyer Kleider,"Hausvogteiplatz 5,  Berlin",1933,1941,
Büxenstein & Co,"Hausvogteiplatz 6/7,  Berlin",1901,1939,1947
Moritz Lomnitz,"Hausvogteiplatz 6/7,  Berlin",1934,1939,1940
Albert Dzialoszynski & Co in Liqu.,"Hausvogteiplatz 6/7,  Berlin",1927,1930,1939
Simon Dzialoszynski,"Hausvogteiplatz 6/7,  Berlin",1919,1938,1939
Heinz Salomon Bekleidungsgesellschaft mbH,"Hausvogteiplatz 6/7,  Berlin",1933,1934,1937
Heinz Salomon,"Hausvogteiplatz 6/7,  Berlin",1904,1933,
Heller & Steinhagen,"Hausvogteiplatz 6/7,  Berlin",1926,1937,
Georg Hamburger,"Hausvogteiplatz 6/7,  Berlin",1921,1938,
"Weiler, Nathansohn & Co","Hausvogteiplatz 6/7,  Berlin",1923,1938,
Behrens & Baumann,"Hausvogteiplatz 6/7,  Berlin",1902,1939,
Julius Goldberg,"Hausvogteiplatz 8,  Berlin",1923,1938,1940
Willy Sklarek Inhaber Gebrüder Sklarek,"Hausvogteiplatz 8,  Berlin",1918,1933,
Werner Jaffé,"Hausvogteiplatz 8,  Berlin",1935,1938,
Joseph & Oppenheim GmbH,"Hausvogteiplatz 8/9,  Berlin",1932,1939,1940
Adolf Weil & Orbach,"Hausvogteiplatz 8/9,  Berlin",1926,1938,1939
Hansen Bang,"Hausvogteiplatz 8/9,  Berlin",1932,1937,
Walther Donig,"Hausvogteiplatz 8/9,  Berlin",1919,1938,
Salinger & Benda,"Hausvogteiplatz 8/9,  Berlin",1903,1939,
Alexander und Raphael KG,"Hausvogteiplatz 9,  Berlin",1935,1939,1939
Georg Cassel,"Hausvogteiplatz 9,  Berlin",1909,1936,
Mylauer Weberei Gebrüder Berglas AG,"Hausvogteiplatz 9,  Berlin",1923,1936,
Byk & Ephraimson GmbH,"Hausvogteiplatz 9,  Berlin",1930,1938,
A. J. Brodtmann,"Havelstr. 1,  Berlin",1919,1937,
Metallbedarf Gerhard Jaffé,"Havermannstr. 16,  Berlin",1932,1940,
Hermes Inseraten-Expedition GmbH,"Hedemannstr. 12,  Berlin",1926,1934,
Victor Blumenfeld General-Einkaufs-Vertretung der Atlas Film A.B. Stockholm-Oslo-Kopenhagen ZN Berlin,"Hedemannstr. 25,  Berlin",1937,1940,
J. Goldfarb,"Hedemannstr. 9,  Berlin",1925,,
Max Brinitzer,"Heidekrug  55,  Berlin",,,
Gebr. Friedmann Elektromotoren,"Heidenfeldstr. 20,  Berlin",1930,1939,
Biberfeld & Meyer,"Heidereutergasse 4,  Berlin",1934,1938,
Max Redlin,"Heidestr. 11/13,  Berlin",1928,,
W. Pinkus & Co GmbH,"Heidestr. 14,  Berlin",1931,1936,1938
Koppel & Bäcker GmbH,"Heidestr. 14,  Berlin",1928,1935,
Benno Laskowicz,"Heidestr. 14,  Berlin",1919,1939,
Norddeutsche Melassefutterfabrik Albrecht Berliner AG,"Heidestr. 14/15,  Berlin",1923,1940,
Georg Weihse,"Heidestr. 15/16,  Berlin",1919,1939,
Deurupo Holz- und Metallwarengesellschaft mbH,"Heidestr. 40,  Berlin",1923,1939,
Samuel Arthur Lewkowicz,"Heilbronner Str.  16,  Berlin",,,
Alma Loewenstein,"Heilbronner Str.  25,  Berlin",,,
Else Josephson,"Heilbronner Str.  26,  Berlin",,,
Felix Oppel,"Heilbronner Str.  28,  Berlin",,,
Günther Hartwich,"Heilbronner Str.  30,  Berlin",,,
Else Oldendorff,"Heilbronner Str.  31,  Berlin",,,
Siegmund Baer,"Heilbronner Str. 13,  Berlin",1903,1939,
Simon Wolff,"Heilbronner Str. 13,  Berlin",1926,1940,
Max Rothmann,"Heilbronner Str. 15,  Berlin",1937,1939,
Siegfried Baum,"Heilbronner Str. 19,  Berlin",1933,1938,
Richard Gimpel,"Heilbronner Str. 26,  Berlin",1926,1939,
Emil Neumann,"Heilbronner Str. 30,  Berlin",1922,1938,1939
Bayer. Regenmäntel-Industrie Würzburg Rolf Schloß,"Heilbronner Str. 30,  Berlin",1934,1939,
Fritz Maag,"Heilbronner Str. 5,  Berlin",1920,1938,1939
AG für Finanzierungen Commercium,"Heilbronner Str. 6,  Berlin",1928,1936,
Leo Groß,"Heilbronner Str. 6,  Berlin",1912,1938,
"Blaut, Kurt","Heilbronner Str. 9,  Berlin",,,
Kasper & Isaacsohn,"Heiligegeiststr. 11,  Berlin",1919,1933,1940
Max Pollak & Co GmbH,"Heiligegeiststr. 11,  Berlin",1926,1937,
Lange & Wüstenhagen,"Heiligegeiststr. 12,  Berlin",1933,1938,1939
Gebr. D. & M. Lange,"Heiligegeiststr. 12,  Berlin",1919,1934,
Silco Herrenhüte Masur & Co,"Heiligegeiststr. 12,  Berlin",1937,1942,
Karl & Josef Kleinmann,"Heiligegeiststr. 13/14,  Berlin",1930,1936,1939
Wilhelm Baum,"Heiligegeiststr. 13/14,  Berlin",1906,1939,1939
Weck & Simberg,"Heiligegeiststr. 13/14,  Berlin",1920,1939,
Max Smoliansky,"Heiligegeiststr. 15,  Berlin",1920,1939,
Max Schmal,"Heiligegeiststr. 17,  Berlin",1937,1940,
Gebr. Arendt,"Heiligegeiststr. 17/18,  Berlin",1920,1938,
Hermann Weiß,"Heiligegeiststr. 19,  Berlin",1911,1935,
Wolfgang Plessner,"Heiligegeiststr. 19,  Berlin",1919,1939,
Leo Karpen,"Heiligegeiststr. 19,  Berlin",1920,1940,
Reich & Loewenstein,"Heiligegeiststr. 20,  Berlin",1912,1931,1934
Siegfr. Loriesohn,"Heiligegeiststr. 21,  Berlin",1903,1936,
Growald Landsberg & Rosenheim,"Heiligegeiststr. 21,  Berlin",1916,1939,
Benno Silberberg,"Heiligegeiststr. 22,  Berlin",1928,1941,
"Brüder Bergmann, Damen- und Herrenbekleidung","Heiligegeiststr. 23,  Berlin",1932,1939,
Cady Wolfsfeld,"Heiligegeiststr. 23,  Berlin",1909,1939,
Levy & Wolfsohn,"Heiligegeiststr. 3/4,  Berlin",1904,1939,
Siegfried Schlüsselberg,"Heiligegeiststr. 35,  Berlin",1936,1940,
Ringkrawatte Dorenbus & Hilowicz,"Heiligegeiststr. 35,  Berlin",1930,1941,
Alex Pander,"Heiligegeiststr. 37,  Berlin",1926,1939,
H. Engel's Nachfolger,"Heiligegeiststr. 39,  Berlin",1877,1938,1938
Verkaufsniederlassung Deutscher Webstoffe GmbH,"Heiligegeiststr. 40,  Berlin",1921,1938,
Berliner Industriebank KGaA,"Heiligegeiststr. 43/44,  Berlin",1924,1934,
Brahn & Blumenthal,"Heiligegeiststr. 43/44,  Berlin",1901,1937,
Heinz Stern & Co,"Heiligegeiststr. 45,  Berlin",1920,1939,
Leo Davidsohn,"Heiligegeiststr. 46,  Berlin",1908,1939,
Moritz Rosenstein,"Heiligegeiststr. 47,  Berlin",1921,1939,1940
Paul & Jul. Cassel,"Heiligegeiststr. 49,  Berlin",1928,1938,1939
Berliner Börsen-Berichte Herausgeber Karfunkelstein & Surel,"Heiligegeiststr. 49,  Berlin",1911,1940,
Jacob Pasch,"Heiligegeiststr. 5/6,  Berlin",1900,1933,
Siegfried Landsberger,"Heiligegeiststr. 5/6,  Berlin",1911,1933,
Walter Schmoller,"Heiligegeiststr. 51,  Berlin",1923,1938,
Hermann Lesser Wirkwaren,"Heiligegeiststr. 52,  Berlin",1922,1939,
Alfred Frank,"Heiligegeiststr. 6,  Berlin",1917,1938,
Siegmund Salinger Kursmakler,"Heiligegeiststr. 6/9,  Berlin",1917,1934,
Willi Sondheim,"Heiligegeiststr. 8,  Berlin",1935,1940,
Richard Baer & Co,"Heiligegeiststr. 8/9,  Berlin",1919,1939,
Emil Enchelmayer GmbH,"Heiligendammer Str. 18,  Berlin",1922,1938,
Giem,"Heiliggeistgasse  6,  Berlin",,,
Benno Ludmer,"Heiliggeiststr.  39,  Berlin",,,
Die Buchlese Zeitschriftenvertrieb GmbH,"Heinrich Roller Str. 21,  Berlin",1932,1935,1936
G. L. Vallentin Nachf. Butterhandlung zu den drei Kronen,"Heinrich Roller-Str. 14,  Berlin",1902,1938,
Scheier & Herz,"Heinrich Roller-Str. 16/17,  Berlin",1880,1938,1939
David Winer,"Heinrich-Roller-Str.  1,  Berlin",,,
S. Faludi,"Hektorstr.  2,  Berlin",,,
Fritz Gutmann,"Hektorstr. 12,  Berlin",1924,1938,
Jaso Grundstücks-GmbH,"Hektorstr. 15,  Berlin",1921,1938,1939
Eduard Kugelmann,"Hektorstr. 2,  Berlin",1903,1938,
Louis Joachim vorm. N. Mendelsohn,"Hektorstr. 2,  Berlin",1904,1939,
Julius Oppenheimer Agentur und Kommission,"Hektorstr. 3,  Berlin",1913,1935,
Philipp Rosenthal,"Hektorstr. 4,  Berlin",1921,1938,
Kinematographie Jacob Schatzow,"Hektorstr. 7,  Berlin",1923,1938,1939
Julius Zielinski,"Hektorstr. 7,  Berlin",1916,1941,
Ch. Berkmann & Co,"Helgoländer Ufer 2,  Berlin",1924,1940,
Märkische Registrierkassen GmbH,"Helgoländer Ufer 5,  Berlin",1924,1933,1936
Georg Kaphan,"Helmholtzstr.  39,  Berlin",,,
Salon Maria Werk,"Helmstedter Str.  32,  Berlin",,,
Konstantinowsky & Just,"Helmstedter Str.  9,  Berlin",,,
Kaufhaus Robert Schmidt,"Helmstedter Str. 17,  Berlin",1904,1938,1939
Hohenstein & Fehlan,"Helmstedter Str. 17,  Berlin",1921,1940,
Martin Zwirner,"Helmstedter Str. 19,  Berlin",1921,1936,
Ernst Steinberg,"Helmstedter Str. 21,  Berlin",1909,1938,
L. Hermann Judey,"Helmstedter Str. 23,  Berlin",1938,1938,
Guido Feiks,"Helmstedter Str. 24,  Berlin",1925,1939,1939
Textil-Agentur Stier & Co,"Helmstedter Str. 27,  Berlin",1930,1940,
Heinrich Hirschfeld KG,"Helmstedter Str. 28,  Berlin",1920,1937,
Richard Glaser,"Helmstedter Str. 6,  Berlin",1921,1939,
Jopse (oder Jopfe?) & Co,"Helmstedterstr.  23,  Berlin",,,
Martin David,"Helmstedterstr. (Zimmer in Privatwohnung (1)) 1,  Berlin",1936,1940,
Isidor Zöllner,"Helmstedterstr. 24,  Berlin",1919,1938,
Phönix AG für Braunkohlenverwertung,"Helmstedterstr. 5,  Berlin",1909,1940,
Wäschemanufaktur Karl Joel,"Hennigsdorfer Str. 29,  Berlin 
    
                                                                                          Oudenarderstr. 14/15,  Berlin",1934,1938,
"Steinbruch, Herrenmoden","Herbertstr.  1,  Berlin",,,
"Bernhard Schumann, Eisdiele","Hermannplatz ,  Berlin",,,
David Springer Inh. Adolph Cohn,"Hermannplatz 6,  Berlin",1912,1939,
Apotheke am Hermannplatz Bruno Wolfsohn,"Hermannplatz 9,  Berlin",1900,1937,
Max Lopatka,"Hermannstr.  211,  Berlin",,,
Berg-Apotheke Walter Schindler,"Hermannstr. 146,  Berlin",1922,1936,
Hermann-Apotheke Leopold Freudenthal,"Hermannstr. 159a,  Berlin",1936,1936,
Kaufhaus Felix Richter GmbH,"Hermannstr. 161,  Berlin",1933,1934,1935
Kaufhaus Felix Richter KG,"Hermannstr. 161,  Berlin",1934,1938,
Nachem Hirschowitz,"Hermannstr. 211,  Berlin",1910,1939,
Mercedes Palast Lichtspieltheater Hermannstrasse GmbH,"Hermannstr. 212/216,  Berlin",1926,,1932
"Kukuk, Lichtspielhaus, GmbH","Hermannstr. 49,  Berlin",1912,1934,
Stern-Lichtspielhaus GmbH,"Hermannstr. 49,  Berlin",1916,1934,
Excelsior Lichtspielhaus GmbH,"Hermannstr. 49,  Berlin",1911,1937,
Wäsche- u. Bettenhaus Salomon Einhorn,"Hermannstr. 51,  Berlin",1931,1938,
Isidor Schreter,"Hermannstr. 52,  Berlin",1912,1938,
Dr. Pfeffermann & Co GmbH,"Hermannstr. 64,  Berlin",1922,,
Oker-Apotheke Bruno Krah,"Hermannstr. 71,  Berlin",1921,1936,
"Möbelbazar Kreismann, Schulmann & Co","Hermmanplatz 8,  Berlin",1926,1937,1941
Basel & Höfer GmbH,"Herrmannstr. 256/257,  Berlin",1930,1936,
I. Simon Neumann,"Hertelstr. 3,  Berlin",1919,1937,
Heinrich Wolf,"Hertelstr. 4,  Berlin",1919,1940,
"Hartung, AG Berliner Eisengießerei und Gußstahlfabrik","Herzbergstr. 122/124,  Berlin",1900,1933,
E. de la Sauce & Kloß,"Herzbergstr. 140,  Berlin",1900,1936,1938
Samuel Meyer,"Herzbergstr. 28,  Berlin",1901,1936,1939
Dr. Dobrin & Co,"Herzbergstr. 28,  Berlin",1900,1938,
Metallhütte GmbH,"Herzbergstr. 30/32,  Berlin",1913,1933,
Eisen- und Stückblech-Handelsgesellschaft mbH,"Herzbergstr. 46/48,  Berlin",1933,1939,1940
Max Bürmann & Co,"Herzbergstr. 68/70,  Berlin",1918,1937,1947
Primus Traktoren GmbH,"Herzbergstr. 68/70,  Berlin",1934,,
