"business_name","Address","Founded / Registration Date","Erloschen / Took possesion","Expiration Date","category"
"Siegfried Engel Häute & Felle","Eisenacher Str. 29,  Berlin","1935","1937.0","","leather and shoes"
"Siegfried Engel","Eisenacher Str. 29,  Berlin","1923","1941.0","","Nahrungs- und Genussmittel"
"Albert Götzel","Eisenacher Str. 30,  Berlin","1915","1938.0","","Nahrungs- und Genussmittel"
"Lövin, Erna geb. Koslowski","Eisenacher Str. 30,  Berlin","","","",""
"Th.Flörsheim & Cie","Eisenacher Str. 32/33,  Berlin","1917","1938.0","1939.0","chemicals and pharmaceuticals"
"Alfons Goldstein","Eisenacher Str. 32/33,  Berlin","1919","1938.0","","Nahrungs- und Genussmittel"
"Blumenfeld, Moritz","Eisenacher Str. 37,  Berlin","","","","jewelry and precious metals"
"Erich Jacoby","Eisenacher Str. 38/39,  Berlin","1918","1938.0","","electrical goods"
"Olschewitz, Julius (Max)","Eisenacher Str. 40,  Berlin","","","",""
"Weiss, Eva","Eisenacher Str. 40,  Berlin","","","",""
"Cohn, Waldemar","Eisenacher Str. 41,  Berlin","","","",""
"Fa. Goma, Grundstücks GmbH","Eisenacher Str. 44,  Berlin","","","","real estate"
"Hermann Krumm","Eisenacher Str. 44/45,  Berlin","1935","1939.0","","Nahrungs- und Genussmittel"
"Litten, Benno","Eisenacher Str. 47,  Berlin","","","",""
"Frankl, Richard","Eisenacher Str. 58,  Berlin","","","","textiles and clothing"
"Willy Knopfmacher","Eisenacher Str. 73,  Berlin","1920","1938.0","","Nahrungs- und Genussmittel"
"Berger, Eduard","Eisenacher Str. 79,  Berlin","","","",""
"Gimpel, Frieda","Eisenacher Str. 85,  Berlin","","","","textiles and clothing"
"Wolfson, Betty","Eisenacher Str. 85,  Berlin","","","",""
"Zolki, Leopold","Eisenacher Str. 85,  Berlin","","","","advertising"
"Hahn, Samuel","Eisenacher Str. 87,  Berlin","","","","Nahrungs- und Genussmittel"
"Netter & Co","Eisenacher Str. 98,  Berlin","1920","1935.0","","publishing and printing"
"Adolf Himmelweit","Eisenacherstr. 28,  Berlin","1919","1934.0","","textiles and clothing"
"Salon Claire","Eisenzahnstr.  4,  Berlin","","","","textiles and clothing"
"Jüdische Telegraphen-Agentur GmbH","Eisenzahnstr. 6,  Berlin","1922","1938.0","","other"
"Sally Gustmann","Eisenzahnstr. 6,  Berlin","1918","1938.0","","banks and insurance"
"Trubenis-Lizenzverwertungs-GmbH","Eisenzahnstr. 66,  Berlin","1937","","","chemicals and pharmaceuticals"
"Lilly Stern","Eislebener Str.  1,  Berlin","","","",""
"Baustoffbetrieb des Westens","Eislebener Str.  5,  Berlin","","","","construction materials and fuel"
"Walter Reinhardt","Eislebener Str. 1,  Berlin","1925","1938.0","","banks and insurance"
"Luna Lichtspiele Schöneberg GmbH","Eislebener Str. 13,  Berlin","1926","1932.0","","restaurants"
"Rossica GmbH","Eislebener Str. 14,  Berlin","1935","1922.0","","books and art"
"Hermann Gutfreund","Eislebener Str. 17,  Berlin","1938","1940.0","","chemicals and pharmaceuticals"
"Hermann Bloch","Eislebener Str. 8,  Berlin","1927","1937.0","","banks and insurance"
"Karl Loewensohn","Eisvogelweg  5,  Berlin","","","",""
"Loewensohn, Carl","Eisvogelweg 5,  Berlin","","","","books and art"
"Oschitzki, Leo","Eitel-Fritz-Str. 7,  Berlin","","","","Maschinen und Fahrzeuge, technische Artikel"
"David Schönberg","Elberfelder Str.  24,  Berlin","","","","textiles and clothing"
"H. Fink","Elberfelder Str.  29,  Berlin","","","",""
"Salomon Rabinowicz","Elberfelder Str. 15,  Berlin","1921","1939.0","","chemicals and pharmaceuticals"
"Buium, Oskar","Elberfelder Str. 20, b/Witt,,  Berlin","","","","advertising"
"Italiener, Jenö","Elberfelder Str. 28, II.,,  Berlin","","","","Nahrungs- und Genussmittel"
"Kramer, Auguste, geb. Pannwitz","Elberfelder Str. 29,  Berlin","","","","Nahrungs- und Genussmittel"
"Liebert, Alfred","Elberfelder Str. 29,  Berlin","","","","textiles and clothing"
"Heinrich Simmenauer","Elberfelder Str. 30,  Berlin","1908","1936.0","","textiles and clothing"
"Gerechter, Recha, Sara, geb. Blum","Elberfelder Str. 32, I., b/Phiebig,,  Berlin","","","",""
"Ohnstein, Dr. Siegfried","Elberfelder Str. 33,  Berlin","","","",""
"Max Schkoll","Elbinger Str.  64,  Berlin","","","","textiles and clothing"
"Karl Bosse","Elbinger Str.  70,  Berlin","","","",""
"Siegmund Wagschal","Elbinger Str.  73,  Berlin","","","","pharmacies"
"Adolf Goldberg","Elbinger Str. 35,  Berlin","1920","1938.0","","other"
"Arthur Citron","Elbinger Str. 56,  Berlin","1928","1939.0","","textiles and clothing"
"Masta-Schuhfabrik Maier Pomeranzblum","Elbinger Str. 74,  Berlin","1927","1936.0","","leather and shoes"
"Albert Feldblum","Elisabethstr.  11,  Berlin","","","","advertising"
"Daniel Pinkus","Elisabethstr.  12,  Berlin","","","","textiles and clothing"
"Wäscherei Antonius","Elisabethstr.  21,  Berlin","","","","textiles and clothing"
"Otto Lietsche","Elisabethstr.  5,  Berlin","","","","textiles and clothing"
"W. Peck","Elisabethstr. 19,  Berlin","1904","1937.0","","Nahrungs- und Genussmittel"
"Gustav Levy","Elisabethstr. 23,  Berlin","1903","1937.0","","textiles and clothing"
"M. Alter & Co","Elisabethstr. 27,  Berlin","1930","1938.0","","leather and shoes"
"Berliner Corset-Fabrik W. & G. Neumann","Elisabethstr. 28/29,  Berlin","1902","1938.0","1940.0","textiles and clothing"
"Emanuel Cohn-Reisner","Elisabethstr. 28/29,  Berlin","1902","1936.0","","textiles and clothing"
"Fromms Act Julius Fromm Gummiwerke","Elisabethstr. 28/29,  Berlin","1915","1938.0","","chemicals and pharmaceuticals"
"Friedlaender & Grunwald","Elisabethstr. 28/29,  Berlin","1908","1939.0","","textiles and clothing"
"S. Belitzer","Elisabethstr. 66,  Berlin","1899","1939.0","1940.0","metals and metal goods"
"Weiß & Alexander AG","Elisabethufer 28,  Berlin","1924","1933.0","","leather and shoes"
"Fritz Rosenstock Gesellschaft für moderne Beleuchtungskörper mbH","Elisabethufer 34/35,  Berlin","1929","1938.0","","electrical goods"
"Arthur Goldberg Edelmetalle","Elisabethufer 43a,  Berlin","1921","1940.0","","jewelry and precious metals"
"Max Krüger Berliner Kartonfabrik","Elisabethufer 44,  Berlin","1906","1939.0","","paper and paper goods"
"Max Herzberger & Co","Elisabethufer 5,  Berlin","1922","1936.0","","textiles and clothing"
"Pauly & Pinner","Elisabethufer 5/6,  Berlin","1901","1937.0","","paper and paper goods"
"Polke & Jokobowski","Elisabethufer 5/6,  Berlin","1919","1939.0","","household goods"
"Theodor Redlich","Elisabethufer 53,  Berlin","1905","1938.0","","Möbel"
"Industria, Blechwaaren-Fabrik GmbH","Elisabethufer 53,  Berlin","1900","","","metals and metal goods"
"Dr. Ing. Subkis & Co Ingenieurbüro","Elisabethufer 55,  Berlin","1919","1941.0","","other"
"S. Windreich","Elsasser Str.  17,  Berlin","","","","jewelry and precious metals"
"Cilly Courvoisier","Elsasser Str.  25,  Berlin","","","","construction"
"Rowelski & Hese","Elsasser Str.  41,  Berlin","","","",""
"Béla Steingießer","Elsasser Str.  43,  Berlin","","","","textiles and clothing"
"Paula Phillippsohn, Vertreterin der Firma F. W. Grosse Söhne GmbH","Elsasser Str.  54,  Berlin","","","","construction materials and fuel"
"W. Radleke","Elsasser Str.  7,  Berlin","","","","Möbel"
"Bruno Lazarus","Elsasser Str.  9,  Berlin","","","","pharmacies"
"Gerhard Rosenzweig","Elsasser Str.  9,  Berlin","","","","transportation"
"Wilhelm Kuhn","Elsässer Str. 1,  Berlin","1917","1938.0","","other"
"S. Ehrlich & Co","Elsässer Str. 1/2,  Berlin","1900","1930.0","1938.0","Möbel"
"Leo Balnemones","Elsässer Str. 17/18,  Berlin","1924","1937.0","","banks and insurance"
"Alfred Georg Heymann","Elsässer Str. 26,  Berlin","1924","1938.0","","banks and insurance"
"Driha, Möbelhäuser, Drimmer & Halpern","Elsässer Str. 37,  Berlin","1924","1936.0","1936.0","Möbel"
"Driha-Möbel Drimmer & Halpern GmbH","Elsässer Str. 37,  Berlin","1933","1939.0","","Möbel"
"Rudolf Bachrach","Elsässer Str. 38,  Berlin","1918","1940.0","","chemicals and pharmaceuticals"
"Rath & Weißbach","Elsässer Str. 44,  Berlin","1905","1939.0","","other"
"Berger & Co","Elsässer Str. 45/46,  Berlin","1925","1940.0","","textiles and clothing"
"Franz Rom","Elsässer Str. 49,  Berlin","1913","1938.0","","paper and paper goods"
"Emanuel Radványi","Elsässer Str. 58,  Berlin","1914","1940.0","","Nahrungs- und Genussmittel"
"Georg & James Lewy","Elsässer Str. 63,  Berlin","1912","1939.0","","textiles and clothing"
"Josef Landau Butter und Eier Versandhaus","Elsässer Str. 72,  Berlin","1911","1938.0","","Nahrungs- und Genussmittel"
"Seide Rosner","Elsässer Str. 76,  Berlin","1926","1934.0","","Möbel"
"Anna Baran","Elsässer Str. 78,  Berlin","1912","1936.0","","textiles and clothing"
"Autobereifung Rudolf Herzlinger","Elsässer Str. 8,  Berlin","1930","1940.0","","machines, motor vehicles & technical articles"
"Lippmann & Friedländer","Elsässer Str. 91,  Berlin","1924","1938.0","","Nahrungs- und Genussmittel"
"Schreibmaschinenbüro Ehrlich","Elsholzstr.  11,  Berlin","","","",""
"Jacob Abraham","Elßholzstr. 13,  Berlin","1900","1939.0","","other"
"Martha Konicki","Elßholzstr. 3,  Berlin","1904","1940.0","","Möbel"
"Rudnai, David","Emanuelstr. 14,  Berlin","","","","textiles and clothing"
"Th. Alschwang","Emdener Str.  45,  Berlin","","","","textiles and clothing"
"Gottschalk & Kochmann","Emdener Str. 19,  Berlin","1921","1939.0","1941.0","chemicals and pharmaceuticals"
"Unitex technische GmbH","Emmentaler Str. 79/89,  Berlin","1934","1939.0","","machines, motor vehicles & technical articles"
"Dr. Alfred Hecht","Emser Str.  109,  Berlin","","","","real estate"
"Frieda Taendler","Emser Str.  39,  Berlin","","","",""
"Alexander Grundstücksgesellschaft m.b.H","Emser Straße 3,  Berlin","1913","","",""
"Graphischer Metallhandel Ernst Friedlaender","Emserstr. 3,  Berlin","1930","1939.0","","metals and metal goods"
"Alfred Drucker","Engeldamm 8,  Berlin","1910","1939.0","","metals and metal goods"
"Paul Panitz","Engelmannweg  74,  Berlin","","","",""
"Wilh. Haber","Engelufer 16,  Berlin","1901","1939.0","","chemicals and pharmaceuticals"
"Kawe Wellpappenfabrik Karl Welzel & Co GmbH","Engelufer 2,  Berlin","1924","1938.0","1939.0","paper and paper goods"
"Geschw. Holzheim","Eosanderstr.  31,  Berlin","","","","textiles and clothing"
"Cigarettenfabrik Kraj GmbH","Erasmusstr. 2,  Berlin","1909","1939.0","","Nahrungs- und Genussmittel"
"Brillling & Kortstock","Erdmannstr. 13,  Berlin","1930","1940.0","","Nahrungs- und Genussmittel"
"J. Ritoff & Co","Erfurter Str. 9,  Berlin","1922","1938.0","1939.0","jewelry and precious metals"
"M. Pech GmbH für sanitären Bedarf und Hygiene","Erkelenzdamm 11/13,  Berlin","1933","","","chemicals and pharmaceuticals"
"Malerei Spiegel","Esmarchstr.  17,  Berlin","","","",""
"Grunau, Paul","Essener Str. 10,  Berlin","","","",""
"Schönfeld, Ilse","Essener Str. 15,  Berlin","","","",""
"Herrnberg, Walter","Essener Str. 21,  Berlin","","","",""
"Wittenberg, Adolf","Essener Str. 21,  Berlin","","","",""
"Jacques Finkenstein","Essener Str. 24,  Berlin","1930","1940.0","","jewelry and precious metals"
"Baum, Minna","Essener Str. 24,  Berlin","","","","textiles and clothing"
"F. Herzberg & Co Geschäftsbücher und Büro-Artikel","Essener Str. 3,  Berlin","1912","1936.0","","paper and paper goods"
"Grobema Groß-Berliner-Maschinenfabrik Ovschy Rewitsch","Exerzierstr. 21a,  Berlin","1912","1938.0","","machines, motor vehicles & technical articles"
"Autogena Schweißindustrielle GmbH","Exerzierstr. 6,  Berlin","1908","1938.0","1938.0","metals and metal goods"
"Hugo Wittenberg","Exerzierstr. 6,  Berlin","1918","1935.0","","Möbel"
"Zeidler & Remak Metallwarenfabrik","Exerzierstr. 6,  Berlin","1920","1940.0","","metals and metal goods"
"Willy Fordanski","Eyke-von-Repkow-Platz  3,  Berlin","","","",""
"Alwin Ilius","Eyke-von-Repkow-Platz  5,  Berlin","","","",""
"Levy, Hirsch Herbert","Eyke-von-Repkow-Platz 1,  Berlin","","","","advertising"
"Nakler, Max","Eyke-von-Repkow-Platz 3,  Berlin","","","",""
"Bergmann, Hermann Jakob","Eyke-von-Repkow-Platz 4,  Berlin","","","","textiles and clothing"
"Ludwig Rosenblatt","Eyke-von-Repkow-Platz 5,  Berlin","1930","1936.0","","banks and insurance"
"Benjamin Harz","Eyke-von-Repkow-Platz 5,  Berlin","1915","1938.0","","publishing and printing"
"Julius Henschel","Eyke-von-Reprow-Platz 3/4,  Berlin","1907","1937.0","","household goods"
"Matador-Film GmbH","Falkenried 20,  Berlin","1931","1937.0","","photography and film"
"Samuel Goldschmidt","Falkenried 4,  Berlin","1900","1933.0","","textiles and clothing"
"Rosa Binner","Fasanenstr.  17,  Berlin","","","","textiles and clothing"
"Willy Wassermann","Fasanenstr.  18,  Berlin","","","","photography and film"
"Pension Körber","Fasanenstr.  31,  Berlin","","","",""
"Géza Papp","Fasanenstr.  40,  Berlin","","","","leather and shoes"
"Konditorei Postel","Fasanenstr.  42,  Berlin","","","","Nahrungs- und Genussmittel"
"Rudolf Schreier","Fasanenstr.  45,  Berlin","","","","leather and shoes"
"Pension am Zoo","Fasanenstr.  5,  Berlin","","","",""
"Pension Teske","Fasanenstr.  77,  Berlin","","","",""
"Adolph Kraft Nachfolger","Fasanenstr. 20,  Berlin","1902","1938.0","","Nahrungs- und Genussmittel"
"Harry Walter","Fasanenstr. 28,  Berlin","1919","1939.0","","Nahrungs- und Genussmittel"
"Martin Jaffe","Fasanenstr. 42,  Berlin","1919","1935.0","","Nahrungs- und Genussmittel"
"Adolf Fürst","Fasanenstr. 48,  Berlin","1936","1939.0","","banks and insurance"
"Benno Mendel","Fasanenstr. 58,  Berlin","1916","","1932.0","Nahrungs- und Genussmittel"
"Dagobert Lisser","Fasanenstr. 58,  Berlin","1934","1939.0","","Nahrungs- und Genussmittel"
"Max Steinhagen","Fasanenstr. 61,  Berlin","1922","1936.0","","Nahrungs- und Genussmittel"
"Wolff Jaffe Posen mit Zweigniederlassung in Berlin-Wilmersdorf","Fasanenstr. 61,  Berlin","1920","1936.0","","Nahrungs- und Genussmittel"
"Louis Marcus Verlagsbuchhandlung","Fasanenstr. 65,  Berlin","1902","1936.0","","publishing and printing"
"Pneurapid Autotechnische Spezialartikel Walter Caminer","Fasanenstr. 67,  Berlin","1929","1939.0","1940.0","machines, motor vehicles & technical articles"
"Süß & Friedmann GmbH","Fasanenstr. 68,  Berlin","1925","1938.0","1941.0","metals and metal goods"
"Claudia Altin Parfümerie-Vertretung-Engros-Export-Import","Fasanenstr. 68,  Berlin","1934","1939.0","","chemicals and pharmaceuticals"
"Richard May Dipl.-Ing.","Fasanenstr. 73,  Berlin","1916","1933.0","","metals and metal goods"
"Joseph Dreyfuß","Fasanenstr. 74,  Berlin","1908","1939.0","","Möbel"
"Julius Stern","Fasanenstr. 76,  Berlin","1901","1933.0","","banks and insurance"
"Theodor Liedtke","Fehlerstr. 1,  Berlin","1921","1942.0","","textiles and clothing"
"Berendt, Klara Sara","Fehlerstr. 6, II.,,  Berlin","","","","publishing and printing"
"Epa AG","Fehrbelliner Platz 1,  Berlin","1926","1937.0","","other"
"Heinrich Zeida","Fehrbelliner Str.  18,  Berlin","","","","textiles and clothing"
"A. Kalenscher","Fehrbelliner Str.  7,  Berlin","","","","textiles and clothing"
"Leopold Koos","Fehrbelliner Str.  9,  Berlin","","","","textiles and clothing"
"Elias Schreiber Tabakwarengroßhandlung","Fehrbelliner Str. 36,  Berlin","1934","1939.0","1941.0","Nahrungs- und Genussmittel"
"Fahrzeugbeleuchtung GmbH","Fehrbelliner Str. 47,  Berlin","1927","1933.0","","electrical goods"
"M. Birnhack & N. Weichselbaum","Fehrbelliner Str. 81,  Berlin","1936","1939.0","1940.0","paper and paper goods"
"Heinrich Buchholz & Co","Fehrbelliner Str. 81,  Berlin","1901","1935.0","","textiles and clothing"
"H. & E. Buchholz","Fehrbelliner Str. 81,  Berlin","1935","1939.0","","textiles and clothing"
"Gebrüder Pinczower","Fehrbellinerstr. 45,  Berlin","1901","1939.0","","metals and metal goods"
"Haw-Propellerbau GmbH","Feldstr. k. A.,  Berlin","1925","1937.0","","machines, motor vehicles & technical articles"
"J. Duchowny","Fellnerstr.  1,  Berlin","","","","paper and paper goods"
"Leopold Obersitzko","Fennstr. 27,  Berlin","1903","1938.0","","paper and paper goods"
"Carl Bauermeister","Fennstr. 28,  Berlin","1904","1943.0","","Nahrungs- und Genussmittel"
"Weissfeiler, Helene","Feurigstr. 16,  Berlin","","","","real estate"
"Richard Labisch & Co Graphische Kunstanstalt GmbH","Feurigstr. 33,  Berlin","1911","1935.0","","books and art"
"Porfi, Karl","Feurigstr. 37,  Berlin","","","",""
"Hermann Sello GmbH","Feurigstr. 67/68,  Berlin","1911","1937.0","","Nahrungs- und Genussmittel"
"M. Hartlieb, Sachverständiger","Fichte Str. 17,  Berlin","","","","construction"
"Gelefa Gewinde-Lehren GmbH","Fichtestr. 3,  Berlin","1925","1937.0","","textiles and clothing"
"Erich Samulon","Finowstr.  32,  Berlin","","","",""
"Samulon, Erich","Finowstr. 32,  Berlin","","","","advertising"
"Wäscherei Kirbs","Flemmingstr.  25,  Berlin","","","","textiles and clothing"
"Salon Bellevue","Flensburger Str.  1,  Berlin","","","",""
"Wäscherei Matthey","Flensburger Str.  16,  Berlin","","","","textiles and clothing"
"Dichterherzog","Flensburger Str.  22,  Berlin","","","","books and art"
"Jacob Ritterband","Flensburger Str. 1,  Berlin","1910","1941.0","","textiles and clothing"
"Blankenburg, Wilhelm","Flensburger Str. 10,  Berlin","","","",""
"Hermann Marcus","Flensburger Str. 11,  Berlin","1903","1935.0","","banks and insurance"
"Gottheim, Berthold","Flensburger Str. 11,  Berlin","","","","leather and shoes"
"Max Schönwald","Flensburger Str. 19,  Berlin","1902","1937.0","","Nahrungs- und Genussmittel"
"Konditorei Hansa GmbH","Flensburger Str. 19,  Berlin","1932","1940.0","","Nahrungs- und Genussmittel"
"Jacob, Gertrud, verehel. Rosenbaum","Flensburger Str. 19,  Berlin","","","","real estate"
"Berger, Leopold","Flensburger Str. 20,  Berlin","","","","textiles and clothing"
"Internationale Sammel- und Uebersee-Verkehrs-GmbH","Flensburger Str. 23,  Berlin","1935","1939.0","1941.0","transportation"
"Hammel, Rosalie geb. Silberberg","Flensburger Str. 23,  Berlin","","","","restaurants"
"Walter Ittmann Buchhandlung","Flensburger Str. 30,  Berlin","1926","1937.0","","books and art"
"Hermann Gutmann","Flensburger Str. 4,  Berlin","1901","1937.0","","leather and shoes"
"Knoller, Jakob","Flensburger Str. 5,  Berlin","","","","books and art"
"Zweig, Margot, geb. Leyser","Flensburger Str. 6,  Berlin","","","",""
"Moritz Levy Nachfl.","Flensburger Str. 7,  Berlin","1901","1938.0","","banks and insurance"
"Großmann, Else","Flensburger Str. 8,  Berlin","","","",""
"Weinreb, Ella, geb. Rottenberg","Flensburger Str. 8,  Berlin","","","","Nahrungs- und Genussmittel"
"Alex Birnbaum","Fliederstr. 4,  Berlin","1915","1939.0","","Möbel"
"Reinhold Fischer & Co","Fliederstr. 4,  Berlin","1930","1939.0","","Möbel"
"Anton & Alfred Lehmann AG","Fließstr. 1/8,  Berlin","1880","1932.0","1940.0","machines, motor vehicles & technical articles"
"Ernst Ißler","Flinsberger Platz 3,  Berlin","1907","1939.0","","banks and insurance"
"Gründlich","Florastr.  5,  Berlin","","","","household goods"
"Alexander Kremener & Co","Florastr. 8,  Berlin","1905","1935.0","","metals and metal goods"
"Burstyn, Frea","Florastr. 9,  Berlin","","","","real estate"
